@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
1133,'2019/09/19 10:21:58:076',12,-8749957,-7829369,-11975359,-12108237,-8225929,-6844536,-7499368,-5920855,-5593178,-5459793,-8684932,-7632246,-12633801,-12437710,-7502462,-6714746,-7236709,-5527125,-5198417,-5197390,-8355192,-7369071,-8422018,-8685704,-7041137,-7305852,-7368038,-5658710,-5461072,-5526096,-8486263,-7566447,-7237226,-7039849,-7501686,-7898244,-6909037,-5790037,-5592399,-5657679,-8880505,-8026483,-7631984,-7500656,-8094336,-8424073,-6908003,-6184537,-5987157,-6052180,-9538436,-8684156,-8355193,-8092537,-8554117,-8423045,-7302244,-6645346,-6382173,-6446940,-9472899,-8815484,-8617849,-8486006,-8486779,-8225667,-7367780,-7499882,-7500138,-7433319,-9273978,-8288627,-7763056,-7763572,-8685705,-8027257,-7038818,-6513246,-6513247,-6643807,-9405306,-8222578,-7631213,-7631731,-8488326,-7960692,-6841696,-6184283,-6250075,-6314843,-9798782,-8812660,-8089967,-7959669,-8619144,-8484726,-7103843,-6380893,-6446430,-6445404,0,0
1134,'2019/09/19 10:21:58:109',12,-8749957,-7829369,-11975359,-12108237,-8225929,-6844536,-7499368,-5920855,-5593178,-5459793,-8684932,-7632246,-12633801,-12437710,-7502462,-6714746,-7236709,-5527125,-5198417,-5197390,-8355192,-7369071,-8422018,-8685704,-7041137,-7305852,-7368038,-5658710,-5461072,-5526096,-8486263,-7566447,-7237226,-7039849,-7501686,-7898244,-6909037,-5790037,-5592399,-5657679,-8880505,-8026483,-7631984,-7500656,-8094336,-8424073,-6908003,-6184537,-5987157,-6052180,-9538436,-8684156,-8355193,-8092537,-8554117,-8423045,-7302244,-6645346,-6382173,-6446940,-9472899,-8815484,-8617849,-8486006,-8486779,-8225667,-7367780,-7499882,-7500138,-7433319,-9273978,-8288627,-7763056,-7763572,-8685705,-8027257,-7038818,-6513246,-6513247,-6643807,-9405306,-8222578,-7631213,-7631731,-8488326,-7960692,-6841696,-6184283,-6250075,-6314843,-9798782,-8812660,-8089967,-7959669,-8619144,-8484726,-7103843,-6380893,-6446430,-6445404,0,0
1135,'2019/09/19 10:21:58:142',12,-8750213,-7829368,-11975359,-12042701,-8291209,-6713721,-7433833,-5920855,-5658714,-5459793,-8750468,-7566966,-12568265,-12372175,-7502717,-6780282,-7171173,-5527126,-5198417,-5262926,-8354936,-7369071,-8356482,-8620169,-7041137,-7305852,-7368038,-5658710,-5461072,-5526096,-8551799,-7631984,-7237226,-7039849,-7501430,-7832708,-6909037,-5790036,-5592399,-5657679,-8880505,-8026228,-7631984,-7566192,-8159872,-8358537,-6908002,-6184793,-5921620,-6052180,-9538435,-8684156,-8289658,-8158073,-8619653,-8423300,-7367780,-6645346,-6382173,-6447196,-9538180,-8815484,-8617849,-8486006,-8486779,-8225667,-7367780,-7499882,-7500138,-7433319,-9274235,-8288627,-7763056,-7763572,-8685961,-8092793,-7038818,-6513247,-6513502,-6709342,-9470843,-8288114,-7631213,-7697522,-8423045,-7895157,-6907232,-6184282,-6250074,-6314843,-9798783,-8812661,-7958895,-7959669,-8619144,-8419446,-7169379,-6380893,-6446430,-6510940,0,0
1136,'2019/09/19 10:21:58:177',12,-8750213,-7829368,-11975359,-12042701,-8291209,-6713721,-7433833,-5920855,-5658714,-5459793,-8750468,-7566966,-12568265,-12372175,-7502717,-6780282,-7171173,-5527126,-5198417,-5262926,-8354936,-7369071,-8356482,-8620169,-7041137,-7305852,-7368038,-5658710,-5461072,-5526096,-8551799,-7631984,-7237226,-7039849,-7501430,-7832708,-6909037,-5790036,-5592399,-5657679,-8880505,-8026228,-7631984,-7566192,-8159872,-8358537,-6908002,-6184793,-5921620,-6052180,-9538435,-8684156,-8289658,-8158073,-8619653,-8423300,-7367780,-6645346,-6382173,-6447196,-9538180,-8815484,-8617849,-8486006,-8486779,-8225667,-7367780,-7499882,-7500138,-7433319,-9274235,-8288627,-7763056,-7763572,-8685961,-8092793,-7038818,-6513247,-6513502,-6709342,-9470843,-8288114,-7631213,-7697522,-8423045,-7895157,-6907232,-6184282,-6250074,-6314843,-9798783,-8812661,-7958895,-7959669,-8619144,-8419446,-7169379,-6380893,-6446430,-6510940,0,0
1137,'2019/09/19 10:21:58:209',12,-8815493,-7829368,-11975360,-12108237,-8225674,-6779256,-7433833,-5920855,-5593178,-5459792,-8750468,-7566710,-12568265,-12437711,-7502462,-6780283,-7171173,-5527126,-5198417,-5262925,-8420472,-7369071,-8422018,-8685705,-7041136,-7305852,-7368294,-5658710,-5395536,-5526096,-8486518,-7631983,-7237226,-7039849,-7501430,-7832708,-6974573,-5790037,-5526863,-5657679,-8815224,-8026227,-7631984,-7500656,-8094336,-8424073,-6908003,-6184537,-5921621,-6052181,-9538692,-8684157,-8289914,-8158074,-8554373,-8488837,-7302245,-6710882,-6382173,-6446940,-9538179,-8815484,-8552313,-8486006,-8486778,-8291203,-7367525,-7499882,-7500138,-7433319,-9208699,-8288628,-7763057,-7829109,-8620425,-8027257,-7038818,-6513246,-6513247,-6643807,-9405563,-8222579,-7631214,-7697523,-8423046,-7895413,-6841696,-6184282,-6250075,-6314843,-9799038,-8812661,-8024430,-7959669,-8619144,-8484982,-7169379,-6380893,-6446430,-6445404,0,0
1138,'2019/09/19 10:21:58:242',12,-8750213,-7829369,-12041151,-12108237,-8225673,-6779256,-7433832,-5920854,-5658714,-5394257,-8684933,-7566710,-12633801,-12372175,-7502461,-6780282,-7236709,-5461590,-5198417,-5197645,-8355192,-7369071,-8356482,-8685704,-7041137,-7305852,-7368038,-5658710,-5461072,-5526096,-8551799,-7631984,-7171691,-7040105,-7501430,-7898244,-6909037,-5790037,-5526863,-5657679,-8880505,-8026483,-7631984,-7500656,-8159872,-8358537,-6908003,-6184793,-5921621,-6052180,-9472900,-8684156,-8355193,-8158329,-8554373,-8423301,-7302245,-6645346,-6382174,-6447196,-9472900,-8881020,-8618106,-8486006,-8486779,-8225667,-7367780,-7565418,-7500138,-7433320,-9339770,-8288628,-7763056,-7829109,-8685705,-8027257,-6973282,-6513246,-6513502,-6643807,-9405307,-8222578,-7631213,-7631986,-8423046,-7895412,-6841697,-6184282,-6250075,-6380379,-9798783,-8747125,-8024431,-7959669,-8619143,-8419445,-7103844,-6380893,-6446429,-6445404,0,0
1139,'2019/09/19 10:21:58:275',12,-8750213,-7829369,-12041151,-12108237,-8225673,-6779256,-7433832,-5920854,-5658714,-5394257,-8684933,-7566710,-12633801,-12372175,-7502461,-6780282,-7236709,-5461590,-5198417,-5197645,-8355192,-7369071,-8356482,-8685704,-7041137,-7305852,-7368038,-5658710,-5461072,-5526096,-8551799,-7631984,-7171691,-7040105,-7501430,-7898244,-6909037,-5790037,-5526863,-5657679,-8880505,-8026483,-7631984,-7500656,-8159872,-8358537,-6908003,-6184793,-5921621,-6052180,-9472900,-8684156,-8355193,-8158329,-8554373,-8423301,-7302245,-6645346,-6382174,-6447196,-9472900,-8881020,-8618106,-8486006,-8486779,-8225667,-7367780,-7565418,-7500138,-7433320,-9339770,-8288628,-7763056,-7829109,-8685705,-8027257,-6973282,-6513246,-6513502,-6643807,-9405307,-8222578,-7631213,-7631986,-8423046,-7895412,-6841697,-6184282,-6250075,-6380379,-9798783,-8747125,-8024431,-7959669,-8619143,-8419445,-7103844,-6380893,-6446429,-6445404,0,0
1140,'2019/09/19 10:21:58:312',12,-8750212,-7829368,-12040896,-12042702,-8225674,-6779256,-7499369,-5920855,-5658714,-5459793,-8684933,-7632246,-12633801,-12437710,-7567997,-6780282,-7236709,-5527126,-5198417,-5262926,-8355192,-7369071,-8422018,-8685705,-7041137,-7305851,-7368039,-5658710,-5461072,-5526352,-8551799,-7631984,-7237227,-7039849,-7501430,-7898244,-6974573,-5790037,-5526863,-5657678,-8880761,-8026484,-7631984,-7566192,-8159872,-8358537,-6908003,-6184794,-5987156,-6052436,-9538693,-8684157,-8289914,-8158074,-8554373,-8488837,-7367781,-6645346,-6382173,-6447196,-9538180,-8881020,-8683385,-8486007,-8486779,-8291203,-7367780,-7499882,-7500138,-7433320,-9339770,-8354164,-7763057,-7829109,-8685705,-8027257,-6973282,-6513246,-6578783,-6709598,-9536379,-8222834,-7631469,-7697522,-8488326,-7895156,-6841696,-6184282,-6250075,-6314843,-9733503,-8812661,-8024431,-7959925,-8684680,-8419446,-7169380,-6380893,-6380893,-6510940,0,0
1141,'2019/09/19 10:21:58:346',12,-8750212,-7829368,-12040896,-12042702,-8225674,-6779256,-7499369,-5920855,-5658714,-5459793,-8684933,-7632246,-12633801,-12437710,-7567997,-6780282,-7236709,-5527126,-5198417,-5262926,-8355192,-7369071,-8422018,-8685705,-7041137,-7305851,-7368039,-5658710,-5461072,-5526352,-8551799,-7631984,-7237227,-7039849,-7501430,-7898244,-6974573,-5790037,-5526863,-5657678,-8880761,-8026484,-7631984,-7566192,-8159872,-8358537,-6908003,-6184794,-5987156,-6052436,-9538693,-8684157,-8289914,-8158074,-8554373,-8488837,-7367781,-6645346,-6382173,-6447196,-9538180,-8881020,-8683385,-8486007,-8486779,-8291203,-7367780,-7499882,-7500138,-7433320,-9339770,-8354164,-7763057,-7829109,-8685705,-8027257,-6973282,-6513246,-6578783,-6709598,-9536379,-8222834,-7631469,-7697522,-8488326,-7895156,-6841696,-6184282,-6250075,-6314843,-9733503,-8812661,-8024431,-7959925,-8684680,-8419446,-7169380,-6380893,-6380893,-6510940,0,0
1142,'2019/09/19 10:21:58:380',12,-8749957,-7829368,-12041153,-12042702,-8225674,-6779256,-7499368,-5920855,-5593178,-5459792,-8684933,-7632246,-12633801,-12437710,-7502461,-6780282,-7236709,-5527126,-5263953,-5262926,-8355193,-7369071,-8356482,-8685705,-7041137,-7305596,-7368039,-5658710,-5395536,-5526351,-8551799,-7631984,-7237226,-7040105,-7501430,-7767172,-6974573,-5855573,-5592399,-5657679,-8880761,-8026484,-7697520,-7566193,-8159872,-8358537,-6908003,-6184793,-5921620,-6052436,-9538436,-8684412,-8355450,-8158330,-8554117,-8488581,-7367781,-6710882,-6382174,-6447196,-9538180,-8881020,-8618105,-8486007,-8486779,-8225667,-7367780,-7565418,-7565674,-7433319,-9339771,-8288628,-7763056,-7829109,-8620425,-8092793,-7038818,-6513247,-6513247,-6644063,-9405563,-8222578,-7631214,-7697523,-8488582,-7960692,-6841697,-6184282,-6250075,-6314843,-9733503,-8812661,-7958895,-7959669,-8619143,-8419446,-7103843,-6380893,-6446430,-6510940,0,0
1143,'2019/09/19 10:21:58:410',12,-8749957,-7829368,-12041153,-12042702,-8225674,-6779256,-7499368,-5920855,-5593178,-5459792,-8684933,-7632246,-12633801,-12437710,-7502461,-6780282,-7236709,-5527126,-5263953,-5262926,-8355193,-7369071,-8356482,-8685705,-7041137,-7305596,-7368039,-5658710,-5395536,-5526351,-8551799,-7631984,-7237226,-7040105,-7501430,-7767172,-6974573,-5855573,-5592399,-5657679,-8880761,-8026484,-7697520,-7566193,-8159872,-8358537,-6908003,-6184793,-5921620,-6052436,-9538436,-8684412,-8355450,-8158330,-8554117,-8488581,-7367781,-6710882,-6382174,-6447196,-9538180,-8881020,-8618105,-8486007,-8486779,-8225667,-7367780,-7565418,-7565674,-7433319,-9339771,-8288628,-7763056,-7829109,-8620425,-8092793,-7038818,-6513247,-6513247,-6644063,-9405563,-8222578,-7631214,-7697523,-8488582,-7960692,-6841697,-6184282,-6250075,-6314843,-9733503,-8812661,-7958895,-7959669,-8619143,-8419446,-7103843,-6380893,-6446430,-6510940,0,0
1144,'2019/09/19 10:21:58:443',12,-8750212,-7829368,-11975616,-12108239,-8225674,-6844535,-7499113,-5920855,-5658714,-5459793,-8684933,-7566966,-12568521,-12437711,-7567998,-6780283,-7236709,-5527126,-5263953,-5262926,-8355192,-7369071,-8422018,-8685705,-7106673,-7305852,-7368294,-5724247,-5461072,-5526096,-8552055,-7631984,-7237227,-7040105,-7566966,-7832964,-6909037,-5855573,-5592400,-5657679,-8946297,-8026484,-7697776,-7566193,-8159872,-8358537,-6908003,-6184794,-5987157,-6052436,-9473157,-8684412,-8355450,-8158330,-8554373,-8423300,-7367781,-6710882,-6382174,-6447196,-9472900,-8881020,-8683641,-8486263,-8486780,-8225667,-7367781,-7565418,-7500138,-7433320,-9208699,-8288628,-7763056,-7829365,-8685705,-8027257,-7038818,-6513246,-6513503,-6644063,-9471099,-8353650,-7696749,-7697523,-8488327,-7895413,-6841696,-6184283,-6250075,-6380379,-9799039,-8812661,-8024431,-7959670,-8684679,-8550262,-7103844,-6380893,-6446430,-6445404,0,0
1145,'2019/09/19 10:21:58:476',12,-8750213,-7829368,-11975617,-12042701,-8225674,-6779000,-7499369,-5920855,-5658714,-5460048,-8684933,-7566966,-12634057,-12372175,-7502718,-6780282,-7236709,-5527126,-5263953,-5262926,-8420728,-7369071,-8422274,-8685705,-7041137,-7305852,-7368295,-5724246,-5461072,-5526351,-8486519,-7631984,-7237227,-7040105,-7501686,-7832708,-6909037,-5855829,-5592399,-5657679,-8881018,-8026484,-7697777,-7566193,-8159872,-8358537,-6908003,-6184793,-5921621,-6052436,-9604228,-8749948,-8355450,-8158330,-8619910,-8423301,-7368037,-6710882,-6447710,-6447197,-9472901,-8881276,-8683641,-8420727,-8486779,-8225667,-7367781,-7565674,-7565674,-7498856,-9340026,-8288628,-7763057,-7829365,-8620425,-8027257,-7038818,-6513247,-6579039,-6709599,-9470844,-8288370,-7697006,-7697523,-8423046,-7960949,-6841953,-6184283,-6250075,-6380379,-9799040,-8812916,-8024431,-8025206,-8619143,-8484982,-7169380,-6446429,-6446430,-6445661,0,0
1146,'2019/09/19 10:21:58:510',12,-8750213,-7829368,-11975617,-12042701,-8225674,-6779000,-7499369,-5920855,-5658714,-5460048,-8684933,-7566966,-12634057,-12372175,-7502718,-6780282,-7236709,-5527126,-5263953,-5262926,-8420728,-7369071,-8422274,-8685705,-7041137,-7305852,-7368295,-5724246,-5461072,-5526351,-8486519,-7631984,-7237227,-7040105,-7501686,-7832708,-6909037,-5855829,-5592399,-5657679,-8881018,-8026484,-7697777,-7566193,-8159872,-8358537,-6908003,-6184793,-5921621,-6052436,-9604228,-8749948,-8355450,-8158330,-8619910,-8423301,-7368037,-6710882,-6447710,-6447197,-9472901,-8881276,-8683641,-8420727,-8486779,-8225667,-7367781,-7565674,-7565674,-7498856,-9340026,-8288628,-7763057,-7829365,-8620425,-8027257,-7038818,-6513247,-6579039,-6709599,-9470844,-8288370,-7697006,-7697523,-8423046,-7960949,-6841953,-6184283,-6250075,-6380379,-9799040,-8812916,-8024431,-8025206,-8619143,-8484982,-7169380,-6446429,-6446430,-6445661,0,0
1147,'2019/09/19 10:21:58:543',12,-8750212,-7829368,-11975617,-12042703,-8225674,-6779001,-7499369,-5920855,-5658714,-5459793,-8750469,-7632502,-12699593,-12437711,-7502717,-6780282,-7302245,-5527382,-5263953,-5263182,-8420729,-7369071,-8422019,-8685961,-7041137,-7305852,-7433831,-5724246,-5461072,-5526352,-8552056,-7631984,-7237227,-7040106,-7501686,-7898244,-6909038,-5855829,-5592655,-5657679,-8880762,-8026484,-7697776,-7566193,-8159873,-8358537,-6908003,-6184794,-5921621,-6117972,-9604229,-8749949,-8355450,-8158330,-8619909,-8488837,-7433573,-6710882,-6447710,-6447196,-9538436,-8881276,-8618106,-8486263,-8486779,-8291203,-7433317,-7565674,-7500139,-7433320,-9274492,-8288629,-7763057,-7829366,-8685961,-8092794,-7038818,-6578783,-6579039,-6709599,-9536634,-8222835,-7697006,-7697523,-8423046,-7960949,-6841697,-6249818,-6250075,-6380635,-9864575,-8747381,-7959151,-8025462,-8619143,-8419447,-7169380,-6446429,-6446685,-6445660,0,0
1148,'2019/09/19 10:21:58:575',12,-8750212,-7829368,-11975617,-12042703,-8225674,-6779001,-7499369,-5920855,-5658714,-5459793,-8750469,-7632502,-12699593,-12437711,-7502717,-6780282,-7302245,-5527382,-5263953,-5263182,-8420729,-7369071,-8422019,-8685961,-7041137,-7305852,-7433831,-5724246,-5461072,-5526352,-8552056,-7631984,-7237227,-7040106,-7501686,-7898244,-6909038,-5855829,-5592655,-5657679,-8880762,-8026484,-7697776,-7566193,-8159873,-8358537,-6908003,-6184794,-5921621,-6117972,-9604229,-8749949,-8355450,-8158330,-8619909,-8488837,-7433573,-6710882,-6447710,-6447196,-9538436,-8881276,-8618106,-8486263,-8486779,-8291203,-7433317,-7565674,-7500139,-7433320,-9274492,-8288629,-7763057,-7829366,-8685961,-8092794,-7038818,-6578783,-6579039,-6709599,-9536634,-8222835,-7697006,-7697523,-8423046,-7960949,-6841697,-6249818,-6250075,-6380635,-9864575,-8747381,-7959151,-8025462,-8619143,-8419447,-7169380,-6446429,-6446685,-6445660,0,0
1149,'2019/09/19 10:21:58:617',12,-8750212,-7829368,-11975617,-12042703,-8225674,-6779001,-7499369,-5920855,-5658714,-5459793,-8750469,-7632502,-12699593,-12437711,-7502717,-6780282,-7302245,-5527382,-5263953,-5263182,-8420729,-7369071,-8422019,-8685961,-7041137,-7305852,-7433831,-5724246,-5461072,-5526352,-8552056,-7631984,-7237227,-7040106,-7501686,-7898244,-6909038,-5855829,-5592655,-5657679,-8880762,-8026484,-7697776,-7566193,-8159873,-8358537,-6908003,-6184794,-5921621,-6117972,-9604229,-8749949,-8355450,-8158330,-8619909,-8488837,-7433573,-6710882,-6447710,-6447196,-9538436,-8881276,-8618106,-8486263,-8486779,-8291203,-7433317,-7565674,-7500139,-7433320,-9274492,-8288629,-7763057,-7829366,-8685961,-8092794,-7038818,-6578783,-6579039,-6709599,-9536634,-8222835,-7697006,-7697523,-8423046,-7960949,-6841697,-6249818,-6250075,-6380635,-9864575,-8747381,-7959151,-8025462,-8619143,-8419447,-7169380,-6446429,-6446685,-6445660,0,0
1150,'2019/09/19 10:21:58:645',12,-8750212,-7829369,-12041153,-12173774,-8225673,-6844792,-7499369,-5986391,-5658714,-5460049,-8750469,-7632246,-12634057,-12437711,-7567998,-6780283,-7302246,-5527382,-5263953,-5263182,-8355193,-7434607,-8487810,-8751241,-7106673,-7305852,-7433831,-5724247,-5461072,-5526352,-8552056,-7631985,-7237227,-7040106,-7501686,-7898244,-6974574,-5855829,-5592656,-5657679,-8946298,-8026484,-7697777,-7566193,-8160128,-8358538,-6908004,-6184794,-5987413,-6052436,-9538693,-8749949,-8355450,-8223866,-8619909,-8488837,-7433574,-6710882,-6447966,-6447196,-9603972,-8946812,-8618106,-8486263,-8552572,-8291204,-7433574,-7565674,-7565930,-7498856,-9208955,-8288884,-7828593,-7829366,-8685961,-8027257,-7039074,-6579039,-6579039,-6709599,-9471099,-8222835,-7697006,-7697523,-8422790,-7960949,-6907489,-6184283,-6315611,-6315100,-9864575,-8681846,-8089967,-8025462,-8684680,-8616055,-7234917,-6446430,-6446686,-6511197,0,0
1151,'2019/09/19 10:21:58:682',12,-8750213,-7829369,-12041153,-12108494,-8291210,-6779256,-7564905,-5921111,-5658714,-5460048,-8685189,-7632502,-12699593,-12437711,-7568254,-6780282,-7302245,-5527382,-5263953,-5263182,-8420729,-7369327,-8487810,-8751497,-7106673,-7305852,-7368295,-5724502,-5461073,-5526352,-8552312,-7697521,-7237483,-7040106,-7567222,-7832708,-6909294,-5855829,-5592656,-5657679,-8881018,-8026740,-7697777,-7566449,-8160128,-8358537,-6973796,-6184794,-5987413,-6052437,-9538692,-8684413,-8355450,-8158330,-8619910,-8423302,-7433574,-6710883,-6447966,-6447197,-9472902,-8946813,-8683642,-8552055,-8552573,-8225924,-7433574,-7631211,-7565930,-7499112,-9340028,-8354420,-7763313,-7894902,-8620425,-8158330,-7039075,-6513503,-6579040,-6709599,-9471355,-8353907,-7697006,-7697779,-8488582,-8026486,-6907489,-6250075,-6315611,-6380636,-9864576,-8812917,-8024431,-7959926,-8684679,-8550519,-7235172,-6446430,-6446686,-6511197,0,0
1152,'2019/09/19 10:21:58:713',12,-8750213,-7829369,-12041153,-12108494,-8291210,-6779256,-7564905,-5921111,-5658714,-5460048,-8685189,-7632502,-12699593,-12437711,-7568254,-6780282,-7302245,-5527382,-5263953,-5263182,-8420729,-7369327,-8487810,-8751497,-7106673,-7305852,-7368295,-5724502,-5461073,-5526352,-8552312,-7697521,-7237483,-7040106,-7567222,-7832708,-6909294,-5855829,-5592656,-5657679,-8881018,-8026740,-7697777,-7566449,-8160128,-8358537,-6973796,-6184794,-5987413,-6052437,-9538692,-8684413,-8355450,-8158330,-8619910,-8423302,-7433574,-6710883,-6447966,-6447197,-9472902,-8946813,-8683642,-8552055,-8552573,-8225924,-7433574,-7631211,-7565930,-7499112,-9340028,-8354420,-7763313,-7894902,-8620425,-8158330,-7039075,-6513503,-6579040,-6709599,-9471355,-8353907,-7697006,-7697779,-8488582,-8026486,-6907489,-6250075,-6315611,-6380636,-9864576,-8812917,-8024431,-7959926,-8684679,-8550519,-7235172,-6446430,-6446686,-6511197,0,0
1153,'2019/09/19 10:21:58:745',12,-8749956,-7829369,-12041153,-12108494,-8291209,-6779257,-7499370,-5921111,-5724251,-5525585,-8750469,-7632502,-12634058,-12503247,-7567998,-6780283,-7302246,-5592918,-5263954,-5263182,-8420729,-7434863,-8422275,-8751498,-7106673,-7305852,-7433832,-5724503,-5461073,-5526352,-8617592,-7697521,-7237483,-7040106,-7501686,-7898244,-6974574,-5855829,-5592656,-5723215,-8881018,-8026740,-7697777,-7566450,-8225665,-8358537,-6973796,-6250330,-5987413,-6117973,-9538948,-8749949,-8355706,-8158586,-8554374,-8488837,-7433830,-6710883,-6447966,-6447197,-9472901,-8946812,-8618362,-8486520,-8552572,-8291459,-7433574,-7631211,-7565931,-7499112,-9274492,-8288885,-7763313,-7894902,-8685961,-8093050,-7104611,-6579039,-6579295,-6709855,-9536636,-8353907,-7631471,-7763059,-8423046,-8026486,-6907490,-6250075,-6315611,-6380636,-9864576,-8812918,-8024688,-8025462,-8684680,-8485239,-7235172,-6446430,-6511966,-6511197,0,0
1154,'2019/09/19 10:21:58:779',12,-8749956,-7829369,-12041153,-12108494,-8291209,-6779257,-7499370,-5921111,-5724251,-5525585,-8750469,-7632502,-12634058,-12503247,-7567998,-6780283,-7302246,-5592918,-5263954,-5263182,-8420729,-7434863,-8422275,-8751498,-7106673,-7305852,-7433832,-5724503,-5461073,-5526352,-8617592,-7697521,-7237483,-7040106,-7501686,-7898244,-6974574,-5855829,-5592656,-5723215,-8881018,-8026740,-7697777,-7566450,-8225665,-8358537,-6973796,-6250330,-5987413,-6117973,-9538948,-8749949,-8355706,-8158586,-8554374,-8488837,-7433830,-6710883,-6447966,-6447197,-9472901,-8946812,-8618362,-8486520,-8552572,-8291459,-7433574,-7631211,-7565931,-7499112,-9274492,-8288885,-7763313,-7894902,-8685961,-8093050,-7104611,-6579039,-6579295,-6709855,-9536636,-8353907,-7631471,-7763059,-8423046,-8026486,-6907490,-6250075,-6315611,-6380636,-9864576,-8812918,-8024688,-8025462,-8684680,-8485239,-7235172,-6446430,-6511966,-6511197,0,0
1155,'2019/09/19 10:21:58:812',12,-8749956,-7829369,-12041153,-12174031,-8225930,-6779257,-7499370,-5986647,-5658714,-5460049,-8750469,-7632502,-12634058,-12503247,-7502718,-6714747,-7302502,-5527382,-5264210,-5263182,-8420985,-7434864,-8422275,-8685961,-7041137,-7305852,-7433832,-5724503,-5461073,-5591888,-8552056,-7697521,-7237483,-7040106,-7567222,-7832708,-6974830,-5921366,-5592656,-5657680,-8881018,-8092276,-7697778,-7566450,-8159873,-8424073,-6973797,-6250586,-5987413,-6117973,-9604228,-8749949,-8420986,-8158331,-8619910,-8488838,-7433831,-6711139,-6447966,-6512733,-9538437,-8946812,-8683898,-8552055,-8552573,-8291460,-7433830,-7565931,-7631467,-7433577,-9274492,-8354421,-7828849,-7894902,-8685961,-8158586,-7104611,-6579040,-6579040,-6709856,-9471100,-8288370,-7697006,-7763316,-8488583,-8026486,-6907490,-6250075,-6315868,-6380636,-9864832,-8812918,-8024688,-7959926,-8619144,-8616311,-7169637,-6446686,-6512222,-6511197,0,0
