@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
903,'2019/09/19 10:20:27:799',10,-8024434,-7170153,-11381938,-11514813,-7631993,-6316647,-7167831,-5327174,-4801346,-4997957,-7893617,-6907494,-12040377,-11975873,-6908781,-6383209,-6905170,-4801600,-4539458,-4734780,-7695205,-6709853,-7302249,-7368557,-6381664,-6843244,-6905427,-4999492,-4801854,-5063484,-7826532,-7038301,-6709336,-6446680,-6908264,-7303795,-6380891,-5261890,-5064508,-5260604,-8154984,-7498338,-7235424,-7038818,-7566708,-7830651,-6779245,-6582122,-6715507,-7704465,-10540501,-9160135,-9554892,-9619658,-9880007,-9812932,-9812932,-8959168,-8237759,-7712193,-8485749,-7697004,-7500397,-7369326,-7304823,-7239801,-6844270,-6648951,-6386809,-6189178,-8679271,-7629153,-7234654,-7235685,-7829111,-7498340,-6510414,-5984843,-6050635,-6246989,-8875880,-7694431,-7234138,-7104099,-7697525,-7497567,-6313037,-5721415,-5787207,-5983048,-9334891,-8218722,-7561309,-7431782,-7893878,-7956066,-6509647,-5983307,-5983563,-6113354,?,1
904,'2019/09/19 10:20:27:830',10,-7958897,-7170153,-11381936,-11514813,-7632248,-6316647,-7102295,-5327174,-4801346,-4932165,-7828081,-6907494,-12040377,-12041152,-6908781,-6383209,-6905171,-4801857,-4539458,-4669244,-7695205,-6709852,-7302249,-7434094,-6381664,-6843244,-6970963,-4999236,-4867390,-5063485,-7826533,-7103837,-6709080,-6446424,-6908263,-7303795,-6315100,-5261890,-5064508,-5260604,-8155239,-7432802,-7169631,-6972768,-7500144,-7763830,-6512985,-6186335,-6120541,-6976884,-9878457,-9881027,-9091771,-9355456,-9616575,-9615292,-9352124,-8959423,-8106427,-8171197,-8291199,-7897212,-7306361,-7503997,-7438465,-7241860,-7043965,-7044994,-6520969,-6323082,-8613736,-7629153,-7234653,-7235684,-7829111,-7498340,-6510414,-6050379,-6116172,-6246989,-8875879,-7628896,-7168602,-7103843,-7697525,-7497312,-6247757,-5655879,-5787208,-5917512,-9400427,-8218722,-7626843,-7497317,-7893878,-7956066,-6575183,-5983562,-5983563,-6113354,?,1
905,'2019/09/19 10:20:27:863',10,-7958897,-7170153,-11381936,-11514813,-7632248,-6316647,-7102295,-5327174,-4801346,-4932165,-7828081,-6907494,-12040377,-12041152,-6908781,-6383209,-6905171,-4801857,-4539458,-4669244,-7695205,-6709852,-7302249,-7434094,-6381664,-6843244,-6970963,-4999236,-4867390,-5063485,-7826533,-7103837,-6709080,-6446424,-6908263,-7303795,-6315100,-5261890,-5064508,-5260604,-8155239,-7432802,-7169631,-6972768,-7500144,-7763830,-6512985,-6186335,-6120541,-6976884,-9878457,-9881027,-9091771,-9355456,-9616575,-9615292,-9352124,-8959423,-8106427,-8171197,-8291199,-7897212,-7306361,-7503997,-7438465,-7241860,-7043965,-7044994,-6520969,-6323082,-8613736,-7629153,-7234653,-7235684,-7829111,-7498340,-6510414,-6050379,-6116172,-6246989,-8875879,-7628896,-7168602,-7103843,-7697525,-7497312,-6247757,-5655879,-5787208,-5917512,-9400427,-8218722,-7626843,-7497317,-7893878,-7956066,-6575183,-5983562,-5983563,-6113354,?,1
906,'2019/09/19 10:20:27:897',10,-7958898,-7235689,-11381935,-11514813,-7631993,-6316647,-7036759,-5392710,-4801346,-4997957,-7828081,-6907494,-11974840,-12041152,-6908781,-6383209,-6839891,-4801857,-4539459,-4734780,-7695205,-6775388,-7302248,-7434093,-6316128,-6843244,-6970963,-4999236,-4801854,-5063485,-7892068,-7103837,-6709080,-6446424,-6908263,-7303795,-6315100,-5261890,-5064253,-5260603,-8154983,-7498337,-7169631,-6972768,-7500144,-7763829,-6445392,-5922390,-5856340,-6448224,-9475986,-9417648,-9286835,-8957614,-9155765,-9220788,-8891054,-8696506,-8106169,-7908024,-8356992,-7834761,-7900041,-7376011,-7901328,-7506574,-7307652,-7177870,-6850704,-6522261,-8679271,-7629153,-7234653,-7235684,-7829111,-7498340,-6444878,-5984843,-6050636,-6246989,-8941415,-7759712,-7168603,-7104099,-7697525,-7431776,-6313037,-5721415,-5787208,-5917513,-9335146,-8218722,-7561564,-7431782,-7959414,-8021602,-6575183,-5983562,-5983563,-6113610,?,1
907,'2019/09/19 10:20:27:931',10,-7958898,-7235689,-11381935,-11514813,-7631993,-6316647,-7036759,-5392710,-4801346,-4997957,-7828081,-6907494,-11974840,-12041152,-6908781,-6383209,-6839891,-4801857,-4539459,-4734780,-7695205,-6775388,-7302248,-7434093,-6316128,-6843244,-6970963,-4999236,-4801854,-5063485,-7892068,-7103837,-6709080,-6446424,-6908263,-7303795,-6315100,-5261890,-5064253,-5260603,-8154983,-7498337,-7169631,-6972768,-7500144,-7763829,-6445392,-5922390,-5856340,-6448224,-9475986,-9417648,-9286835,-8957614,-9155765,-9220788,-8891054,-8696506,-8106169,-7908024,-8356992,-7834761,-7900041,-7376011,-7901328,-7506574,-7307652,-7177870,-6850704,-6522261,-8679271,-7629153,-7234653,-7235684,-7829111,-7498340,-6444878,-5984843,-6050636,-6246989,-8941415,-7759712,-7168603,-7104099,-7697525,-7431776,-6313037,-5721415,-5787208,-5917513,-9335146,-8218722,-7561564,-7431782,-7959414,-8021602,-6575183,-5983562,-5983563,-6113610,?,1
908,'2019/09/19 10:20:27:963',10,-7958898,-7235689,-11447473,-11580349,-7566713,-6316647,-7102295,-5327174,-4801346,-4932421,-7828081,-6907494,-12040377,-12041152,-6908781,-6383209,-6839635,-4736321,-4604995,-4734780,-7695205,-6775388,-7302248,-7434093,-6381664,-6843244,-6905683,-4999236,-4867390,-5063485,-7826532,-7103837,-6709080,-6446424,-6908263,-7303795,-6315356,-5261890,-5064509,-5260604,-8220519,-7498337,-7169630,-6972768,-7500144,-7763830,-6379598,-5789262,-5790032,-6183765,-9010293,-9085341,-8891561,-8825514,-8956588,-8891822,-8758179,-8367540,-8236983,-7841972,-8616564,-7637896,-8165525,-7508369,-7838618,-7836820,-7375243,-7178897,-7048598,-6720412,-8613736,-7629153,-7234653,-7235685,-7829367,-7498340,-6510414,-6050379,-6116172,-6246989,-8810599,-7694176,-7234139,-7169635,-7697525,-7497568,-6313037,-5721415,-5787208,-5983304,-9400427,-8218722,-7626845,-7431782,-7894134,-8021601,-6509648,-5983563,-6049099,-6113610,?,1
909,'2019/09/19 10:20:27:995',10,-7958898,-7235689,-11447473,-11580349,-7566713,-6316647,-7102295,-5327174,-4801346,-4932421,-7828081,-6907494,-12040377,-12041152,-6908781,-6383209,-6839635,-4736321,-4604995,-4734780,-7695205,-6775388,-7302248,-7434093,-6381664,-6843244,-6905683,-4999236,-4867390,-5063485,-7826532,-7103837,-6709080,-6446424,-6908263,-7303795,-6315356,-5261890,-5064509,-5260604,-8220519,-7498337,-7169630,-6972768,-7500144,-7763830,-6379598,-5789262,-5790032,-6183765,-9010293,-9085341,-8891561,-8825514,-8956588,-8891822,-8758179,-8367540,-8236983,-7841972,-8616564,-7637896,-8165525,-7508369,-7838618,-7836820,-7375243,-7178897,-7048598,-6720412,-8613736,-7629153,-7234653,-7235685,-7829367,-7498340,-6510414,-6050379,-6116172,-6246989,-8810599,-7694176,-7234139,-7169635,-7697525,-7497568,-6313037,-5721415,-5787208,-5983304,-9400427,-8218722,-7626845,-7431782,-7894134,-8021601,-6509648,-5983563,-6049099,-6113610,?,1
910,'2019/09/19 10:20:28:029',10,-7958898,-7170153,-11447472,-11514813,-7632248,-6316647,-7102295,-5327174,-4801346,-4932421,-7828080,-6907494,-12040377,-12041152,-6908781,-6383209,-6839890,-4736320,-4604995,-4669244,-7629669,-6709852,-7301992,-7434093,-6316128,-6843244,-6970963,-4999236,-4801854,-5063485,-7826533,-7038301,-6709080,-6446424,-6908007,-7303795,-6315356,-5261890,-5064508,-5325883,-8154983,-7432802,-7169630,-6972768,-7500144,-7763829,-6379598,-5657162,-5658188,-6117457,-9009522,-8753805,-8692640,-8692642,-8758437,-8759464,-8428957,-8301230,-8170932,-7776179,-8681071,-7638410,-8167325,-8100763,-7643554,-8035486,-7573395,-7376533,-7049884,-6852769,-8679272,-7629153,-7234653,-7235684,-7829367,-7498084,-6510414,-5984843,-6050636,-6312525,-8941415,-7694176,-7168602,-7104099,-7697525,-7432032,-6313037,-5721415,-5721928,-5983048,-9269611,-8218723,-7561564,-7431781,-7959670,-7956321,-6575184,-5918027,-6049099,-6113610,?,1
911,'2019/09/19 10:20:28:062',10,-7958898,-7170153,-11447472,-11514813,-7632248,-6316647,-7102295,-5327174,-4801346,-4932421,-7828080,-6907494,-12040377,-12041152,-6908781,-6383209,-6839890,-4736320,-4604995,-4669244,-7629669,-6709852,-7301992,-7434093,-6316128,-6843244,-6970963,-4999236,-4801854,-5063485,-7826533,-7038301,-6709080,-6446424,-6908007,-7303795,-6315356,-5261890,-5064508,-5325883,-8154983,-7432802,-7169630,-6972768,-7500144,-7763829,-6379598,-5657162,-5658188,-6117457,-9009522,-8753805,-8692640,-8692642,-8758437,-8759464,-8428957,-8301230,-8170932,-7776179,-8681071,-7638410,-8167325,-8100763,-7643554,-8035486,-7573395,-7376533,-7049884,-6852769,-8679272,-7629153,-7234653,-7235684,-7829367,-7498084,-6510414,-5984843,-6050636,-6312525,-8941415,-7694176,-7168602,-7104099,-7697525,-7432032,-6313037,-5721415,-5721928,-5983048,-9269611,-8218723,-7561564,-7431781,-7959670,-7956321,-6575184,-5918027,-6049099,-6113610,?,1
912,'2019/09/19 10:20:28:095',10,-7827826,-7104617,-11316401,-11449277,-7566457,-6251111,-7036759,-5261638,-4670274,-4866885,-7762545,-6841957,-12040377,-11910080,-6843245,-6317674,-6774355,-4736320,-4473923,-4603709,-7564133,-6644317,-7236712,-7368557,-6316128,-6777708,-6839891,-4933700,-4736318,-4932413,-7695461,-6972765,-6578008,-6315352,-6842471,-7238259,-6249819,-5131075,-4933437,-5195068,-8089447,-7367266,-7038559,-6841695,-7434608,-7632758,-6248526,-5723469,-5593166,-6118485,-8878708,-8821139,-8627361,-8627364,-8758950,-8694442,-8495264,-8171188,-8105910,-7710900,-8550771,-7574160,-8233374,-7707034,-7840418,-7838107,-7376529,-7048853,-6918297,-6589856,-8548456,-7498082,-7103582,-7170148,-7763575,-7367267,-6379342,-5919308,-5985100,-6181453,-8810600,-7563360,-7103067,-7104099,-7631988,-7366496,-6182221,-5590599,-5656392,-5852232,-9269611,-8087907,-7430492,-7366245,-7894134,-7890786,-6444112,-5918027,-5918027,-6048074,?,1
913,'2019/09/19 10:20:28:129',10,-7827826,-7104617,-11316401,-11449277,-7566457,-6251111,-7036759,-5261638,-4670274,-4866885,-7762545,-6841957,-12040377,-11910080,-6843245,-6317674,-6774355,-4736320,-4473923,-4603709,-7564133,-6644317,-7236712,-7368557,-6316128,-6777708,-6839891,-4933700,-4736318,-4932413,-7695461,-6972765,-6578008,-6315352,-6842471,-7238259,-6249819,-5131075,-4933437,-5195068,-8089447,-7367266,-7038559,-6841695,-7434608,-7632758,-6248526,-5723469,-5593166,-6118485,-8878708,-8821139,-8627361,-8627364,-8758950,-8694442,-8495264,-8171188,-8105910,-7710900,-8550771,-7574160,-8233374,-7707034,-7840418,-7838107,-7376529,-7048853,-6918297,-6589856,-8548456,-7498082,-7103582,-7170148,-7763575,-7367267,-6379342,-5919308,-5985100,-6181453,-8810600,-7563360,-7103067,-7104099,-7631988,-7366496,-6182221,-5590599,-5656392,-5852232,-9269611,-8087907,-7430492,-7366245,-7894134,-7890786,-6444112,-5918027,-5918027,-6048074,?,1
914,'2019/09/19 10:20:28:163',10,-7827826,-7104617,-11316401,-11449277,-7566457,-6251111,-7036759,-5261638,-4670274,-4866885,-7762545,-6841957,-12040377,-11910080,-6843245,-6317674,-6774355,-4736320,-4473923,-4603709,-7564133,-6644317,-7236712,-7368557,-6316128,-6777708,-6839891,-4933700,-4736318,-4932413,-7695461,-6972765,-6578008,-6315352,-6842471,-7238259,-6249819,-5131075,-4933437,-5195068,-8089447,-7367266,-7038559,-6841695,-7434608,-7632758,-6248526,-5723469,-5593166,-6118485,-8878708,-8821139,-8627361,-8627364,-8758950,-8694442,-8495264,-8171188,-8105910,-7710900,-8550771,-7574160,-8233374,-7707034,-7840418,-7838107,-7376529,-7048853,-6918297,-6589856,-8548456,-7498082,-7103582,-7170148,-7763575,-7367267,-6379342,-5919308,-5985100,-6181453,-8810600,-7563360,-7103067,-7104099,-7631988,-7366496,-6182221,-5590599,-5656392,-5852232,-9269611,-8087907,-7430492,-7366245,-7894134,-7890786,-6444112,-5918027,-5918027,-6048074,?,1
915,'2019/09/19 10:20:28:196',10,-7762289,-7039337,-11250864,-11318205,-7501177,-6120039,-6840152,-5130566,-4604738,-4801349,-7631473,-6776422,-11909306,-11844801,-6777709,-6252393,-6643283,-4605249,-4408387,-4472637,-7433062,-6578781,-7105641,-7237485,-6250592,-6646892,-6709075,-4802884,-4605246,-4801598,-7564389,-6841694,-6512729,-6250072,-6776935,-7172722,-6118748,-5000003,-4802366,-4998460,-7958632,-7236195,-6973024,-6776416,-7369072,-7567478,-6183505,-5792090,-5726296,-6383974,-8948614,-9089196,-9024947,-8695984,-8894136,-8959159,-8629681,-8369082,-7713465,-7515321,-8225149,-7507081,-7835789,-7048588,-7639954,-7244687,-6914693,-6850445,-6588560,-6194582,-8286313,-7432546,-7038046,-7039076,-7698038,-7236195,-6248271,-5788235,-5788748,-5985102,-8613992,-7432288,-6971995,-6973028,-7631989,-7235424,-6051149,-5459527,-5525321,-5655882,-9007468,-7956835,-7299420,-7300710,-7763062,-7759714,-6313041,-5721675,-5786956,-5786187,?,1
916,'2019/09/19 10:20:28:230',10,-7762289,-7039337,-11250864,-11318205,-7501177,-6120039,-6840152,-5130566,-4604738,-4801349,-7631473,-6776422,-11909306,-11844801,-6777709,-6252393,-6643283,-4605249,-4408387,-4472637,-7433062,-6578781,-7105641,-7237485,-6250592,-6646892,-6709075,-4802884,-4605246,-4801598,-7564389,-6841694,-6512729,-6250072,-6776935,-7172722,-6118748,-5000003,-4802366,-4998460,-7958632,-7236195,-6973024,-6776416,-7369072,-7567478,-6183505,-5792090,-5726296,-6383974,-8948614,-9089196,-9024947,-8695984,-8894136,-8959159,-8629681,-8369082,-7713465,-7515321,-8225149,-7507081,-7835789,-7048588,-7639954,-7244687,-6914693,-6850445,-6588560,-6194582,-8286313,-7432546,-7038046,-7039076,-7698038,-7236195,-6248271,-5788235,-5788748,-5985102,-8613992,-7432288,-6971995,-6973028,-7631989,-7235424,-6051149,-5459527,-5525321,-5655882,-9007468,-7956835,-7299420,-7300710,-7763062,-7759714,-6313041,-5721675,-5786956,-5786187,?,1
917,'2019/09/19 10:20:28:263',10,-7762290,-7039081,-11250865,-11318206,-7500921,-6120039,-6905943,-5130566,-4604738,-4735813,-7697009,-6776421,-11975097,-11844801,-6777709,-6186602,-6708820,-4605249,-4408387,-4472893,-7433062,-6513245,-7105641,-7237485,-6185056,-6646636,-6774356,-4802884,-4605246,-4801597,-7630181,-6907230,-6512473,-6250072,-6777191,-7172722,-6184284,-5065539,-4802365,-4998460,-7893096,-7236194,-6907488,-6776416,-7369072,-7567478,-6317920,-5991014,-5991011,-6913660,-9681591,-9752012,-8963011,-9291205,-9290437,-9354174,-9025214,-8632254,-7713467,-7778750,-8028284,-7569275,-7044475,-7242367,-7242371,-6980486,-6782593,-6849417,-6325903,-6128018,-8351848,-7367010,-6972510,-7038821,-7698038,-7170403,-6182734,-5722700,-5854284,-5984846,-8613993,-7366752,-6971996,-6907491,-7566453,-7169888,-6051149,-5459528,-5525321,-5655625,-9007724,-7956835,-7299420,-7235174,-7763062,-7759714,-6313297,-5721420,-5787212,-5851723,?,1
918,'2019/09/19 10:20:28:297',10,-7762290,-7039081,-11250865,-11318206,-7500921,-6120039,-6905943,-5130566,-4604738,-4735813,-7697009,-6776421,-11975097,-11844801,-6777709,-6186602,-6708820,-4605249,-4408387,-4472893,-7433062,-6513245,-7105641,-7237485,-6185056,-6646636,-6774356,-4802884,-4605246,-4801597,-7630181,-6907230,-6512473,-6250072,-6777191,-7172722,-6184284,-5065539,-4802365,-4998460,-7893096,-7236194,-6907488,-6776416,-7369072,-7567478,-6317920,-5991014,-5991011,-6913660,-9681591,-9752012,-8963011,-9291205,-9290437,-9354174,-9025214,-8632254,-7713467,-7778750,-8028284,-7569275,-7044475,-7242367,-7242371,-6980486,-6782593,-6849417,-6325903,-6128018,-8351848,-7367010,-6972510,-7038821,-7698038,-7170403,-6182734,-5722700,-5854284,-5984846,-8613993,-7366752,-6971996,-6907491,-7566453,-7169888,-6051149,-5459528,-5525321,-5655625,-9007724,-7956835,-7299420,-7235174,-7763062,-7759714,-6313297,-5721420,-5787212,-5851723,?,1
919,'2019/09/19 10:20:28:332',10,-7762290,-7039081,-11250864,-11383742,-7435641,-6120039,-6840408,-5130566,-4604738,-4735813,-7697009,-6776422,-11909306,-11779265,-6712173,-6252393,-6643283,-4605249,-4408387,-4472637,-7433318,-6513245,-7105641,-7237486,-6185056,-6712172,-6709076,-4868420,-4605246,-4867133,-7629925,-6907230,-6447193,-6250072,-6776935,-7172723,-6118748,-5000003,-4867902,-4998461,-7893096,-7236194,-6973023,-6776416,-7369072,-7568507,-6516328,-6056034,-6386798,-7442061,-10474450,-9422791,-9554377,-9553094,-9551554,-9354178,-9222848,-8369597,-8107455,-7845059,-8291714,-7307646,-7440003,-7439749,-7506575,-7442069,-7376018,-6983834,-6459036,-6195357,-8351848,-7432545,-6972509,-7039076,-7698038,-7170403,-6182734,-5722700,-5723214,-5854290,-8613993,-7432288,-6971995,-6907491,-7566452,-7169888,-6051149,-5459528,-5525320,-5655625,-8942188,-7956835,-7233885,-7235174,-7763062,-7694178,-6247761,-5721675,-5721675,-5851723,?,1
920,'2019/09/19 10:20:28:360',10,-7762290,-7039081,-11250864,-11383742,-7435641,-6120039,-6840408,-5130566,-4604738,-4735813,-7697009,-6776422,-11909306,-11779265,-6712173,-6252393,-6643283,-4605249,-4408387,-4472637,-7433318,-6513245,-7105641,-7237486,-6185056,-6712172,-6709076,-4868420,-4605246,-4867133,-7629925,-6907230,-6447193,-6250072,-6776935,-7172723,-6118748,-5000003,-4867902,-4998461,-7893096,-7236194,-6973023,-6776416,-7369072,-7568507,-6516328,-6056034,-6386798,-7442061,-10474450,-9422791,-9554377,-9553094,-9551554,-9354178,-9222848,-8369597,-8107455,-7845059,-8291714,-7307646,-7440003,-7439749,-7506575,-7442069,-7376018,-6983834,-6459036,-6195357,-8351848,-7432545,-6972509,-7039076,-7698038,-7170403,-6182734,-5722700,-5723214,-5854290,-8613993,-7432288,-6971995,-6907491,-7566452,-7169888,-6051149,-5459528,-5525320,-5655625,-8942188,-7956835,-7233885,-7235174,-7763062,-7694178,-6247761,-5721675,-5721675,-5851723,?,1
921,'2019/09/19 10:20:28:400',10,-7697009,-6973545,-11250865,-11318206,-7435641,-6185575,-6905688,-5130566,-4604738,-4735813,-7697009,-6710885,-11909306,-11779008,-6777709,-6186857,-6643284,-4605249,-4408643,-4472637,-7433062,-6578781,-7105641,-7237486,-6250592,-6646892,-6709076,-4802884,-4605502,-4866878,-7629925,-6907230,-6447193,-6250072,-6776935,-7172723,-6118748,-5000003,-4802365,-4998460,-7958632,-7236195,-6973023,-6776416,-7369329,-7636098,-6581093,-6384999,-7112322,-8100505,-9946052,-9749699,-9683137,-9682369,-9484735,-9551556,-9025471,-8829120,-8239556,-8107200,-8361108,-8098962,-7836051,-7968153,-8166307,-8101287,-7773352,-7313833,-6460582,-6524577,-8220777,-7432545,-6972510,-6973284,-7698038,-7170404,-6182735,-5657936,-5658709,-5789784,-8548713,-7497824,-6971995,-6973027,-7566452,-7169632,-6051149,-5459528,-5525321,-5721161,-8942188,-7956835,-7299421,-7235174,-7763062,-7694434,-6247505,-5656139,-5721675,-5917002,?,1
922,'2019/09/19 10:20:28:427',10,-7697009,-6973545,-11250865,-11318206,-7435641,-6185575,-6905688,-5130566,-4604738,-4735813,-7697009,-6710885,-11909306,-11779008,-6777709,-6186857,-6643284,-4605249,-4408643,-4472637,-7433062,-6578781,-7105641,-7237486,-6250592,-6646892,-6709076,-4802884,-4605502,-4866878,-7629925,-6907230,-6447193,-6250072,-6776935,-7172723,-6118748,-5000003,-4802365,-4998460,-7958632,-7236195,-6973023,-6776416,-7369329,-7636098,-6581093,-6384999,-7112322,-8100505,-9946052,-9749699,-9683137,-9682369,-9484735,-9551556,-9025471,-8829120,-8239556,-8107200,-8361108,-8098962,-7836051,-7968153,-8166307,-8101287,-7773352,-7313833,-6460582,-6524577,-8220777,-7432545,-6972510,-6973284,-7698038,-7170404,-6182735,-5657936,-5658709,-5789784,-8548713,-7497824,-6971995,-6973027,-7566452,-7169632,-6051149,-5459528,-5525321,-5721161,-8942188,-7956835,-7299421,-7235174,-7763062,-7694434,-6247505,-5656139,-5721675,-5917002,?,1
923,'2019/09/19 10:20:28:464',10,-7762290,-6973801,-11250865,-11383742,-7435641,-6185575,-6905687,-5130566,-4604738,-4735813,-7631473,-6776421,-11909306,-11779010,-6777709,-6252393,-6643283,-4605249,-4408387,-4472893,-7433318,-6578781,-7105641,-7237486,-6250592,-6646636,-6774611,-4868420,-4605502,-4866878,-7564389,-6841694,-6512729,-6250072,-6842727,-7172723,-6118748,-5065539,-4802366,-4998717,-7893097,-7236195,-6973280,-6776417,-7502713,-7768456,-6779244,-7111038,-7904411,-8627622,-10471625,-10208710,-10142663,-9945029,-10011336,-9551300,-9485508,-9027271,-8436677,-8369343,-9018780,-8098965,-8164760,-8362658,-8495274,-8036523,-7773352,-6985382,-6590881,-6588830,-8286312,-7367009,-6972510,-6973284,-7698038,-7104867,-6117201,-5658194,-5658709,-5724248,-8613992,-7366752,-6971995,-6973027,-7566452,-7169632,-5985357,-5459528,-5525065,-5721162,-8941932,-7891299,-7299421,-7300710,-7763062,-7825250,-6313041,-5721420,-5721420,-5851723,?,1
924,'2019/09/19 10:20:28:499',10,-7762290,-6973801,-11250865,-11383742,-7435641,-6185575,-6905687,-5130566,-4604738,-4735813,-7631473,-6776421,-11909306,-11779010,-6777709,-6252393,-6643283,-4605249,-4408387,-4472893,-7433318,-6578781,-7105641,-7237486,-6250592,-6646636,-6774611,-4868420,-4605502,-4866878,-7564389,-6841694,-6512729,-6250072,-6842727,-7172723,-6118748,-5065539,-4802366,-4998717,-7893097,-7236195,-6973280,-6776417,-7502713,-7768456,-6779244,-7111038,-7904411,-8627622,-10471625,-10208710,-10142663,-9945029,-10011336,-9551300,-9485508,-9027271,-8436677,-8369343,-9018780,-8098965,-8164760,-8362658,-8495274,-8036523,-7773352,-6985382,-6590881,-6588830,-8286312,-7367009,-6972510,-6973284,-7698038,-7104867,-6117201,-5658194,-5658709,-5724248,-8613992,-7366752,-6971995,-6973027,-7566452,-7169632,-5985357,-5459528,-5525065,-5721162,-8941932,-7891299,-7299421,-7300710,-7763062,-7825250,-6313041,-5721420,-5721420,-5851723,?,1
925,'2019/09/19 10:20:28:527',10,-7762546,-7039081,-11250865,-11252670,-7500921,-6120038,-6905943,-5130566,-4604739,-4735813,-7697009,-6776422,-11909306,-11779265,-6777709,-6186857,-6643283,-4605249,-4408387,-4472893,-7433062,-6578780,-7105641,-7237486,-6250592,-6712172,-6774612,-4802884,-4605502,-4801342,-7629925,-6907230,-6447193,-6250073,-6842727,-7172979,-6184284,-5000003,-4934466,-5196354,-8024940,-7434088,-7171431,-7040875,-7768972,-7901328,-7440004,-8167325,-8630448,-8826288,-11130585,-10932950,-10669780,-10669522,-10143182,-10077130,-9814987,-9289416,-8632513,-8630977,-8358537,-7767944,-7834767,-8033176,-7968928,-7706273,-7049887,-6721180,-6457235,-6456984,-8286312,-7367009,-6972510,-6973284,-7632246,-7104867,-6117199,-5657678,-5592658,-5723477,-8548712,-7432288,-6971995,-6973027,-7566452,-7104095,-5985356,-5393992,-5525321,-5655626,-8942188,-8022371,-7364956,-7235174,-7763062,-7694178,-6247505,-5721675,-5721676,-5851723,?,1
